City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
115,Tura,IN,2022-04-25 17:31:43,25.5198,90.2201,75.4,64,0,6.51
116,Vardo,NO,2022-04-25 17:23:36,70.3705,31.1107,31.98,80,40,9.22
117,Urumqi,CN,2022-04-25 17:30:04,43.801,87.6005,47.35,76,0,13.42
118,Cabo San Lucas,MX,2022-04-25 17:28:46,22.8909,-109.9124,85.3,69,0,6.91
119,Beberibe,BR,2022-04-25 17:31:44,-4.1797,-38.1306,81.36,75,93,7.99
120,Victoria,HK,2022-04-25 17:29:13,22.2855,114.1577,82.45,84,20,8.01
121,Ialibu,PG,2022-04-25 17:31:44,-6.2821,143.9935,56.23,97,100,1.97
122,Georgetown,MY,2022-04-25 17:27:08,5.4112,100.3354,82.33,91,20,4.61
123,Biscarrosse,FR,2022-04-25 17:31:45,44.3945,-1.1672,62.55,51,0,8.05
124,Masakin,TN,2022-04-25 17:31:46,35.7292,10.5808,71.8,68,0,9.22
125,Tasiilaq,GL,2022-04-25 17:23:40,65.6145,-37.6368,37.56,95,100,8.79
126,San Quintin,MX,2022-04-25 17:31:46,30.4833,-115.95,75.15,27,0,7.09
127,Kharan,PK,2022-04-25 17:31:47,28.5833,65.4167,87.85,14,33,2.95
128,Nikolskoye,RU,2022-04-25 17:31:47,59.7035,30.7861,41.72,96,100,4.59
129,Hay River,CA,2022-04-25 17:31:47,60.8156,-115.7999,46.38,46,40,9.22
130,Mahebourg,MU,2022-04-25 17:31:48,-20.4081,57.7,76.24,73,40,11.5
131,Mogadishu,SO,2022-04-25 17:23:42,2.0371,45.3438,83.35,70,24,14.54
132,Acajutla,SV,2022-04-25 17:31:48,13.5928,-89.8275,85.42,63,8,8.46
133,Guerrero Negro,MX,2022-04-25 17:31:49,27.9769,-114.0611,78.53,27,0,5.75
134,Faanui,PF,2022-04-25 17:31:49,-16.4833,-151.75,80.64,73,59,5.95
135,Saint-Francois,FR,2022-04-25 17:31:50,46.4154,3.9054,58.44,67,100,9.22
136,Plettenberg Bay,ZA,2022-04-25 17:31:50,-34.0527,23.3716,57.49,76,29,4.88
137,Kupang,ID,2022-04-25 17:31:50,-10.1667,123.5833,75.29,80,58,5.3
138,Torbay,CA,2022-04-25 17:30:21,47.6666,-52.7314,44.89,93,100,18.41
139,Redlands,US,2022-04-25 17:30:35,34.0556,-117.1825,82.18,15,0,1.01
140,Tilichiki,RU,2022-04-25 17:32:51,60.4667,166.1,23.18,93,96,10.85
141,Midland,US,2022-04-25 17:32:52,31.9974,-102.0779,66.79,37,0,20.71
142,Alugan,PH,2022-04-25 17:32:52,12.2188,125.4808,80.82,86,100,13.04
143,Lichinga,MZ,2022-04-25 17:32:53,-13.3128,35.2406,68.09,94,75,8.05
144,Kodiak,US,2022-04-25 17:32:53,57.79,-152.4072,38.71,65,100,12.66
145,Lasa,IT,2022-04-25 17:32:54,46.6166,10.7002,52.68,96,90,1.16
146,Nemuro,JP,2022-04-25 17:32:54,43.3236,145.575,39.54,79,38,9.98
147,Kiruna,SE,2022-04-25 17:32:55,67.8557,20.2251,31.12,69,20,10.36
148,Palauig,PH,2022-04-25 17:32:55,15.435,119.9045,82.45,71,32,4.38
149,Saskylakh,RU,2022-04-25 17:32:55,71.9167,114.0833,-8.54,100,83,3.83
150,Utrecht,NL,2022-04-25 17:30:40,52.0,5.25,51.98,83,100,3.0
151,Half Moon Bay,US,2022-04-25 17:32:56,37.4636,-122.4286,70.99,64,0,5.75
152,Coihaique,CL,2022-04-25 17:30:01,-45.5752,-72.0662,41.61,87,100,5.75
153,Abu Dhabi,AE,2022-04-25 17:30:02,24.4667,54.3667,86.11,63,0,8.05
154,Chandla,IN,2022-04-25 17:32:57,25.0833,80.2,93.56,9,0,3.44
155,Pimenta Bueno,BR,2022-04-25 17:31:07,-11.6725,-61.1936,88.56,59,32,4.45
156,Iskateley,RU,2022-04-25 17:32:57,67.6803,53.1512,29.93,97,99,10.0
157,Voloshka,RU,2022-04-25 17:32:58,61.3314,40.0858,38.28,99,100,6.71
158,Myaundzha,RU,2022-04-25 17:32:58,63.0494,147.1858,-8.32,97,16,4.0
159,Hamilton,US,2022-04-25 17:30:25,39.1834,-84.5333,72.93,85,75,14.97
160,Tuatapere,NZ,2022-04-25 17:32:59,-46.1333,167.6833,42.57,86,25,6.2
161,Ranong,TH,2022-04-25 17:32:59,9.9658,98.6348,80.56,82,35,0.94
162,Czluchow,PL,2022-04-25 17:33:00,53.6672,17.3588,44.26,81,99,8.3
163,Oistins,BB,2022-04-25 17:33:00,13.0667,-59.5333,75.29,94,75,16.11
164,Cairns,AU,2022-04-25 17:29:33,-16.9167,145.7667,76.06,100,40,2.3
165,Forestville,US,2022-04-25 17:33:01,38.8451,-76.875,69.39,73,100,11.5
166,Noumea,NC,2022-04-25 17:24:58,-22.2763,166.4572,73.99,99,99,12.35
167,Aksarka,RU,2022-04-25 17:33:02,66.5606,67.7975,30.09,91,66,8.77
168,Sarangani,PH,2022-04-25 17:33:02,5.4033,125.4636,83.28,74,100,13.51
169,Narsaq,GL,2022-04-25 17:33:03,60.9167,-46.05,46.62,76,93,1.99
170,Huarmey,PE,2022-04-25 17:33:03,-10.0681,-78.1522,73.49,72,96,10.45
171,Havre-Saint-Pierre,CA,2022-04-25 17:33:04,50.2334,-63.5986,39.56,81,40,9.22
172,Inirida,CO,2022-04-25 17:33:04,3.8653,-67.9239,84.78,79,38,2.13
173,Upernavik,GL,2022-04-25 17:33:04,72.7868,-56.1549,21.29,83,32,0.76
174,Kokkola,FI,2022-04-25 17:33:05,63.8385,23.1307,41.04,81,20,5.75
175,Thinadhoo,MV,2022-04-25 17:33:05,0.5333,72.9333,85.42,70,45,6.76
176,Zharkent,KZ,2022-04-25 17:33:06,44.1628,80.0,54.21,57,6,11.95
177,Cap-Aux-Meules,CA,2022-04-25 17:33:06,47.3821,-61.8597,44.65,75,20,12.66
178,Bowen,AU,2022-04-25 17:33:07,-20.0167,148.2333,77.31,79,100,19.98
179,Antalaha,MG,2022-04-25 17:33:07,-14.9003,50.2788,74.25,87,49,7.54
180,Kaitangata,NZ,2022-04-25 17:33:08,-46.2817,169.8464,46.58,74,5,12.19
181,Avila,ES,2022-04-25 17:28:57,40.5833,-5.0,59.65,52,38,4.56
182,Port Lincoln,AU,2022-04-25 17:33:08,-34.7333,135.8667,64.65,80,92,7.4
183,Srednekolymsk,RU,2022-04-25 17:33:09,67.45,153.6833,-1.23,100,92,3.71
184,Khatanga,RU,2022-04-25 17:33:09,71.9667,102.5,-9.47,100,30,3.24
185,Artsvanist,AM,2022-04-25 17:34:10,40.1544,45.5022,49.64,78,95,4.05
186,Bull Savanna,JM,2022-04-25 17:34:10,17.8868,-77.5902,80.08,64,63,12.55
187,Rizhao,CN,2022-04-25 17:34:11,35.4275,119.4553,57.81,95,100,2.8
188,Olafsvik,IS,2022-04-25 17:34:11,64.8945,-23.7142,44.96,76,93,5.08
189,Constitucion,CL,2022-04-25 17:34:11,-35.3333,-72.4167,57.15,75,100,7.81
190,La Rioja,ES,2022-04-25 17:34:12,42.25,-2.5,62.38,65,62,4.79
191,Carnarvon,AU,2022-04-25 17:34:12,-24.8667,113.6333,68.07,83,40,3.44
192,Tomatlan,MX,2022-04-25 17:34:14,19.9333,-105.25,89.1,37,0,8.43
193,Markova,UA,2022-04-25 17:34:15,48.6758,24.4138,48.38,86,98,3.22
194,Nova Odesa,UA,2022-04-25 17:34:15,47.3078,31.7851,55.74,68,43,8.16
195,Lons-Le-Saunier,FR,2022-04-25 17:34:16,46.75,5.75,52.23,95,89,4.97
196,Alofi,NU,2022-04-25 17:34:16,-19.0595,-169.9187,75.09,94,99,9.22
197,Cherskiy,RU,2022-04-25 17:34:17,68.75,161.3,17.42,82,100,4.59
198,Ada,US,2022-04-25 17:33:53,43.4166,-116.1262,64.65,29,0,21.0
199,Sabha,LY,2022-04-25 17:34:17,27.0377,14.4283,85.96,9,99,12.64
200,Arman,RU,2022-04-25 17:34:18,59.7,150.1667,22.96,73,100,10.25
201,Otradnoye,RU,2022-04-25 17:34:18,59.7775,30.8181,43.03,96,100,4.54
202,Pisco,PE,2022-04-25 17:34:19,-13.7,-76.2167,70.02,83,0,8.05
203,Ancud,CL,2022-04-25 17:31:59,-41.8697,-73.8203,51.22,92,100,29.53
204,Temir,KZ,2022-04-25 17:34:19,49.1414,57.13,50.9,39,99,4.29
205,Usinsk,RU,2022-04-25 17:34:20,65.9939,57.5281,30.56,92,100,8.14
206,Albina,SR,2022-04-25 17:34:20,5.5,-54.05,83.57,82,97,3.62
207,Mangaratiba,BR,2022-04-25 17:34:21,-22.9597,-44.0406,83.26,78,27,9.57
208,Bathsheba,BB,2022-04-25 17:34:21,13.2167,-59.5167,75.81,94,75,16.11
209,West Point,US,2022-04-25 17:30:18,33.6076,-88.6503,83.35,63,40,12.66
210,Jrashen,AM,2022-04-25 17:34:22,40.7903,44.1866,51.78,80,60,4.09
211,Tutoia,BR,2022-04-25 17:34:22,-2.7619,-42.2744,79.95,84,80,9.57
212,Aswan,EG,2022-04-25 17:34:23,24.0934,32.907,88.97,10,0,8.39
213,Sorland,NO,2022-04-25 17:34:23,67.667,12.6934,37.26,62,91,25.95
214,Orchard Homes,US,2022-04-25 17:34:24,46.8633,-114.0484,59.27,44,0,1.01
215,Puerto Ayacucho,VE,2022-04-25 17:34:24,5.6639,-67.6236,84.97,69,95,2.89
216,Nome,US,2022-04-25 17:34:24,64.5011,-165.4064,30.27,93,100,5.75
217,Wukari,NG,2022-04-25 17:34:25,7.85,9.7833,90.82,44,92,6.04
218,Bucelas,PT,2022-04-25 17:34:25,38.9019,-9.1189,64.31,58,20,12.66
219,Santa Isabel Do Rio Negro,BR,2022-04-25 17:34:26,-0.4139,-65.0192,87.78,65,92,3.56
220,Guarapari,BR,2022-04-25 17:34:27,-20.6667,-40.4975,80.89,68,80,9.62
221,Usogorsk,RU,2022-04-25 17:34:27,63.4106,48.6872,34.59,87,95,3.36
222,Teknaf,BD,2022-04-25 17:34:28,20.8624,92.3058,79.75,90,13,2.06
223,Sao Joao Da Barra,BR,2022-04-25 17:34:28,-21.6403,-41.0511,78.89,68,28,9.93
224,Dharchula,IN,2022-04-25 17:34:29,29.85,80.5333,67.5,29,71,6.8
225,Mitu,CO,2022-04-25 17:30:01,1.1983,-70.1733,82.4,81,44,1.54
226,Wamba,NG,2022-04-25 17:34:29,8.9333,8.6,87.78,46,67,1.92
227,Lagoa,PT,2022-04-25 17:34:30,39.05,-27.9833,58.19,72,2,12.86
228,Acapulco,MX,2022-04-25 17:34:30,16.8634,-99.8901,85.82,66,0,6.91
229,Komatsu,JP,2022-04-25 17:34:31,36.4026,136.4509,62.58,82,75,2.3
230,Orsha,BY,2022-04-25 17:35:31,54.5153,30.4053,49.08,86,94,3.83
231,Shache,CN,2022-04-25 17:35:31,38.4167,77.2406,68.72,9,74,18.3
232,Palmer,US,2022-04-25 17:35:32,42.1584,-72.3287,65.21,25,100,6.91
233,Benicarlo,ES,2022-04-25 17:35:32,40.4165,0.4271,68.56,72,15,4.16
234,Finschhafen,PG,2022-04-25 17:35:33,-6.6024,147.8681,79.38,82,51,8.12
235,Sembakung,ID,2022-04-25 17:35:33,3.8167,117.25,73.36,100,100,3.24
236,Aloleng,PH,2022-04-25 17:35:33,16.1307,119.7824,82.76,77,23,6.69
237,Bud,US,2022-04-25 17:31:38,39.447,-86.1758,58.42,96,100,11.72
238,Mayumba,GA,2022-04-25 17:35:34,-3.432,10.6554,78.08,90,100,5.73
239,Sobolevo,RU,2022-04-25 17:35:35,54.4299,31.8996,48.65,93,100,3.15
240,Presidencia Roque Saenz Pena,AR,2022-04-25 17:35:35,-26.7852,-60.4388,86.43,54,52,7.43
241,Burley,US,2022-04-25 17:35:36,42.5357,-113.7928,59.2,31,0,8.05
242,San Policarpo,PH,2022-04-25 17:35:36,12.1791,125.5072,81.41,85,100,14.12
243,High Level,CA,2022-04-25 17:35:37,58.5169,-117.136,42.91,52,100,10.36
244,Souillac,MU,2022-04-25 17:35:37,-20.5167,57.5167,75.58,73,40,11.5
245,Lucapa,AO,2022-04-25 17:35:38,-8.4192,20.7447,68.9,92,77,4.21
246,Qaqortoq,GL,2022-04-25 17:35:38,60.7167,-46.0333,39.06,79,90,6.11
247,Babat,ID,2022-04-25 17:35:39,-7.1128,112.1635,76.14,93,78,1.14
248,Corn Island,NI,2022-04-25 17:35:39,12.1694,-83.0418,80.71,76,12,5.84
249,Saint-Louis,SN,2022-04-25 17:35:39,16.3333,-15.0,101.84,13,4,16.64
250,Abu Samrah,SY,2022-04-25 17:35:40,35.3029,37.1841,72.79,38,22,11.1
251,Honiara,SB,2022-04-25 17:35:40,-9.4333,159.95,77.05,85,20,4.18
252,Poum,NC,2022-04-25 17:35:41,-20.2333,164.0167,74.95,66,93,13.67
253,Nuuk,GL,2022-04-25 17:35:41,64.1835,-51.7216,32.61,74,75,4.61
254,Avera,US,2022-04-25 17:35:42,33.194,-82.5271,81.55,47,6,5.77
255,Dingle,PH,2022-04-25 17:35:42,10.9995,122.6711,78.12,89,36,6.71
256,Sinnamary,GF,2022-04-25 17:35:43,5.3833,-52.95,82.78,76,97,9.48
257,Axim,GH,2022-04-25 17:35:43,4.8699,-2.2405,80.76,84,66,5.86
258,Kodinsk,RU,2022-04-25 17:35:44,58.6881,99.1844,28.9,98,100,4.21
259,Yacuiba,BO,2022-04-25 17:35:44,-22.038,-63.6797,90.37,58,20,5.75
260,Nurota,UZ,2022-04-25 17:35:45,40.5614,65.6886,62.78,32,100,9.15
261,Baijiantan,CN,2022-04-25 17:35:45,45.6333,85.1833,53.71,75,99,9.78
262,Itarema,BR,2022-04-25 17:35:45,-2.9248,-39.9167,79.63,84,90,11.01
263,Tautira,PF,2022-04-25 17:33:07,-17.7333,-149.15,80.37,75,17,7.85
264,Oktyabrskiy,RU,2022-04-25 17:35:46,54.4815,53.471,52.66,73,98,2.57
265,San Patricio,US,2022-04-25 17:35:47,28.017,-97.5169,87.08,54,27,15.97
266,Kushmurun,KZ,2022-04-25 17:35:47,52.4503,64.6311,51.1,40,53,11.7
267,Kaeo,NZ,2022-04-25 17:35:48,-35.1,173.7833,56.32,96,29,2.91
268,Bambanglipuro,ID,2022-04-25 17:35:48,-7.95,110.2833,77.72,88,74,2.73
269,Berlevag,NO,2022-04-25 17:35:49,70.8578,29.0864,30.2,66,97,14.81
270,Olinda,BR,2022-04-25 17:35:50,-8.0089,-34.8553,82.13,78,75,6.91
271,Toamasina,MG,2022-04-25 17:35:50,-18.1667,49.3833,74.44,86,71,6.17
272,Lokot,RU,2022-04-25 17:35:51,52.565,34.5776,53.01,96,100,3.04
273,Nantucket,US,2022-04-25 17:35:51,41.2835,-70.0995,55.54,59,0,11.5
274,Watsa,CD,2022-04-25 17:35:52,3.0372,29.5355,66.02,87,95,2.98
275,Ozu,JP,2022-04-25 17:35:53,33.5,132.55,62.19,89,100,7.23
276,Araouane,ML,2022-04-25 17:36:53,18.9048,-3.5265,90.97,13,0,11.3
277,Yar-Sale,RU,2022-04-25 17:36:54,66.8333,70.8333,14.2,96,51,7.38
278,Amapa,BR,2022-04-25 17:36:54,1.0,-52.0,81.34,81,80,4.45
279,Ostrovnoy,RU,2022-04-25 17:36:54,68.0531,39.5131,34.12,98,100,4.29
280,Surt,LY,2022-04-25 17:36:55,31.2089,16.5887,64.36,74,98,13.8
281,Disna,BY,2022-04-25 17:36:55,55.568,28.1971,48.7,75,96,4.38
282,Pulandian,CN,2022-04-25 17:36:56,39.3953,121.9669,52.81,96,96,6.31
283,Senanga,ZM,2022-04-25 17:36:56,-16.1167,23.2667,70.12,60,54,0.47
284,Umm Lajj,SA,2022-04-25 17:32:19,25.0213,37.2685,78.51,47,0,5.82
285,Iqaluit,CA,2022-04-25 17:36:57,63.7506,-68.5145,4.73,85,100,29.93
286,Rotterdam,NL,2022-04-25 17:36:57,51.9225,4.4792,51.87,77,100,9.22
287,Tecalitlan,MX,2022-04-25 17:36:58,19.4667,-103.3,75.65,15,2,3.33
288,Vilyuysk,RU,2022-04-25 17:36:58,63.7553,121.6247,13.84,98,81,4.34
289,Namibe,AO,2022-04-25 17:36:59,-15.1961,12.1522,71.28,80,2,7.47
290,Jiangyou,CN,2022-04-25 17:36:59,31.7667,104.7167,69.12,63,100,0.96
291,Aykhal,RU,2022-04-25 17:36:59,66.0,111.5,9.73,97,91,3.38
292,Beira,MZ,2022-04-25 17:37:00,-19.8436,34.8389,78.89,89,20,6.91
293,Sungairaya,ID,2022-04-25 17:37:00,0.7,108.9,77.52,88,100,2.48
294,Batagay-Alyta,RU,2022-04-25 17:37:01,67.8006,130.4114,2.57,98,100,4.21
