City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Kadnikov,RU,59.5022,40.338,30.36,95,36,3.76,scattered clouds
348,Yerbogachen,RU,61.2767,108.0108,23.02,81,9,3.31,clear sky
349,Severo-Kurilsk,RU,50.6789,156.125,35.11,87,81,9.24,broken clouds
350,Gazli,UZ,40.1333,63.45,71.44,51,100,23.53,overcast clouds
351,Fortuna,US,40.5982,-124.1573,63.93,67,0,14.97,clear sky
352,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.85,85,68,8.08,broken clouds
353,Murray Bridge,AU,-35.1167,139.2667,59.13,83,7,3.69,clear sky
354,Ternuvate,UA,47.8305,36.1276,44.8,73,21,6.73,few clouds
355,Berbera,SO,10.4396,45.0143,84.72,73,100,6.24,overcast clouds
356,Catamarca,AR,-28.4696,-65.7852,67.77,48,56,1.01,broken clouds
357,Mildura,AU,-34.2,142.15,46.36,100,0,0.0,clear sky
358,Carnduff,CA,49.1667,-101.8009,53.38,51,100,14.74,overcast clouds
359,Havelock,US,34.8791,-76.9013,78.98,68,40,12.66,scattered clouds
360,Graaff-Reinet,ZA,-32.2522,24.5308,58.28,47,1,2.86,clear sky
361,Virginia Beach,US,36.8529,-75.978,80.65,53,75,13.8,broken clouds
362,Avera,US,33.194,-82.5271,83.71,57,100,7.96,overcast clouds
363,Waipawa,NZ,-41.4122,175.5153,61.21,70,100,13.67,light rain
364,La Asuncion,VE,11.0333,-63.8628,74.93,88,43,20.71,scattered clouds
365,Garissa,KE,-0.4536,39.6401,79.18,75,100,18.5,overcast clouds
366,Canutama,BR,-6.5339,-64.3831,79.21,84,95,2.15,overcast clouds
367,Tazovskiy,RU,67.4667,78.7,8.01,98,86,6.85,overcast clouds
368,La Ronge,CA,55.1001,-105.2842,37.65,52,40,6.91,scattered clouds
369,Pangnirtung,CA,66.1451,-65.7125,29.37,97,100,6.49,light snow
370,Port Hardy,CA,50.6996,-127.4199,53.78,58,100,8.05,overcast clouds
371,Baculin,PH,7.4525,126.5842,77.72,91,99,7.92,overcast clouds
372,Langsa,ID,4.4683,97.9683,75.33,97,100,3.11,overcast clouds
373,Montepuez,MZ,-13.1256,38.9997,65.37,92,8,9.53,clear sky
374,Emporia,US,38.4039,-96.1817,74.52,26,0,6.91,clear sky
375,Iwanai,JP,42.9744,140.5089,44.15,73,34,5.61,scattered clouds
376,Nioro,GM,13.35,-15.75,85.68,32,42,9.6,scattered clouds
377,Moron,AR,-34.6534,-58.6198,62.49,50,0,4.7,clear sky
378,Camacha,PT,33.0833,-16.3333,60.22,82,40,14.97,scattered clouds
379,Masuguru,TZ,-11.3667,38.4167,69.31,83,14,4.97,few clouds
380,Abasolo,MX,20.45,-101.5167,90.63,10,100,7.07,overcast clouds
381,Mayo,US,38.8876,-76.5119,59.97,90,100,5.75,overcast clouds
382,Nanga Eboko,CM,4.6833,12.3667,67.21,99,100,2.71,moderate rain
383,San Quintin,MX,30.4833,-115.95,65.16,67,1,16.17,clear sky
384,Noumea,NC,-22.2763,166.4572,80.58,99,61,11.32,broken clouds
385,Marshall,US,34.3834,-86.3333,82.71,48,40,10.36,scattered clouds
386,Gilgit,PK,35.9221,74.3087,69.78,41,2,3.33,clear sky
387,Verkhovazhye,RU,60.7472,42.0465,29.46,93,98,2.33,overcast clouds
388,Martapura,ID,-3.4167,114.85,73.49,100,67,2.3,broken clouds
389,Kloulklubed,PW,7.0419,134.2556,75.7,76,100,15.82,overcast clouds
390,Bajil,YE,15.0584,43.2851,89.91,45,6,2.55,clear sky
391,Pacific Grove,US,36.6177,-121.9166,73.54,67,0,8.05,clear sky
392,Longkou,CN,37.6508,120.3286,52.41,51,49,9.95,scattered clouds
393,Huaiyin,CN,33.5886,119.0192,52.57,74,1,8.46,clear sky
394,Semey,KZ,50.4111,80.2275,70.84,34,100,11.61,overcast clouds
395,Nadym,RU,65.5333,72.5167,18.73,94,100,2.57,overcast clouds
396,Shahr-E Babak,IR,30.1165,55.1186,61.65,33,2,13.78,clear sky
397,Tabas,IR,33.5959,56.9244,73.62,46,10,2.3,clear sky
398,Raudeberg,NO,61.9875,5.1352,45.27,70,99,19.77,overcast clouds
399,Touros,BR,-5.1989,-35.4608,80.46,79,93,12.24,overcast clouds
400,Boca Do Acre,BR,-8.7522,-67.3978,81.07,71,100,0.65,overcast clouds
401,Athabasca,CA,54.7169,-113.2854,41.41,73,100,15.28,overcast clouds
402,Richards Bay,ZA,-28.783,32.0377,62.28,77,0,6.73,clear sky
403,Kizema,RU,61.113,44.8302,27.77,92,76,4.12,broken clouds
404,Gandajika,CD,-6.75,23.95,66.78,95,98,3.0,overcast clouds
405,Lagoa,PT,39.05,-27.9833,61.52,81,10,2.19,clear sky
406,Ucluelet,CA,48.9329,-125.5528,53.1,81,100,1.01,overcast clouds
407,Dorado,PR,18.4588,-66.2677,77.58,93,100,12.66,overcast clouds
408,Lashio,MM,22.9333,97.75,62.08,86,7,2.33,clear sky
409,Tisovec,SK,48.6774,19.9436,53.4,76,75,3.78,broken clouds
410,Bosaso,SO,11.2842,49.1816,85.68,68,4,3.56,clear sky
411,Bethel,US,41.3712,-73.414,68.36,37,0,6.91,clear sky
412,Scarborough,GB,54.2797,-0.4044,53.65,83,100,2.91,overcast clouds
413,Thohoyandou,ZA,-22.9456,30.485,57.43,80,1,2.48,clear sky
414,Kaili,ID,-3.4626,120.2147,67.26,96,41,2.68,scattered clouds
415,Kholbon,RU,51.8833,116.25,49.51,61,100,6.29,overcast clouds
416,Korla,CN,41.7597,86.1469,58.53,28,18,4.27,few clouds
417,Flinders,AU,-34.5833,150.8552,56.05,92,10,3.0,clear sky
418,Nuevo Progreso,MX,23.1667,-97.95,88.54,58,74,8.01,broken clouds
419,Garmsar,IR,35.2182,52.3409,67.26,50,100,5.12,overcast clouds
420,Phalaborwa,ZA,-23.943,31.1411,63.68,69,0,4.68,clear sky
421,Tual,ID,-5.6667,132.75,83.32,75,76,11.81,broken clouds
422,Ust-Uda,RU,54.1742,103.0304,47.95,96,100,4.74,overcast clouds
423,Paramonga,PE,-10.6667,-77.8333,67.77,82,35,8.7,scattered clouds
424,Port Augusta,AU,-32.5,137.7667,57.09,62,0,2.1,clear sky
425,Farafangana,MG,-22.8167,47.8333,71.47,86,3,4.99,clear sky
426,Ridgecrest,US,35.6225,-117.6709,84.69,12,0,4.61,clear sky
427,Khash,IR,28.2211,61.2158,65.8,42,0,4.23,clear sky
428,El Salto,MX,20.3333,-104.5,86.67,12,33,9.57,scattered clouds
429,Nouakchott,MR,18.0858,-15.9785,69.73,77,1,11.18,clear sky
430,Port Lincoln,AU,-34.7333,135.8667,58.03,89,0,8.57,clear sky
431,Goure,NE,13.9835,10.2704,89.02,20,69,7.65,broken clouds
432,Tessalit,ML,20.1986,1.0114,79.5,14,24,9.53,few clouds
433,Kieta,PG,-6.2167,155.6333,81.68,80,98,3.42,overcast clouds
434,Huarmey,PE,-10.0681,-78.1522,68.83,80,66,8.79,broken clouds
435,Vallenar,CL,-28.5708,-70.7581,68.95,43,0,4.27,clear sky
436,Key West,US,24.5557,-81.7826,87.8,57,0,14.97,clear sky
437,Monjas,GT,14.5,-89.8667,86.49,37,91,7.11,overcast clouds
438,Klaksvik,FO,62.2266,-6.589,41.92,75,94,22.03,overcast clouds
439,Butterworth,MY,5.3991,100.3638,82.44,93,20,3.44,thunderstorm
440,Coahuayana,MX,18.7333,-103.6833,88.99,34,83,7.56,broken clouds
441,Silver City,US,32.7701,-108.2803,80.56,8,0,18.41,clear sky
442,Prince Rupert,CA,54.3161,-130.3201,46.49,81,100,31.07,light rain
443,Kyzyl-Suu,KG,42.3414,78.0056,52.43,41,65,9.82,broken clouds
444,Erzin,TR,36.9559,36.2,62.29,94,90,2.84,overcast clouds
445,Yulara,AU,-25.2406,130.9889,58.84,67,100,6.91,overcast clouds
446,Shimoda,JP,34.6667,138.95,55.11,79,100,9.6,overcast clouds
447,Erdenet,MN,49.0333,104.0833,49.17,29,72,3.74,broken clouds
448,Nuuk,GL,64.1835,-51.7216,30.81,74,20,11.5,few clouds
449,Sulphur Springs,US,33.1385,-95.6011,84.15,30,0,8.05,clear sky
450,Wollongong,AU,-34.4333,150.8833,57.07,70,9,3.47,clear sky
451,Oktyabrskiy,RU,54.4815,53.471,33.19,63,0,3.04,clear sky
452,Torbat-E Jam,IR,35.244,60.6225,64.13,62,98,3.27,overcast clouds
453,Sabla,NG,12.7525,4.7077,91.6,17,20,7.72,few clouds
454,Khasan,RU,42.4308,130.6434,42.03,65,64,10.0,broken clouds
455,Manama,BH,26.2154,50.5832,82.35,62,0,3.44,clear sky
456,Joensuu,FI,62.6012,29.7632,37.89,81,75,2.3,broken clouds
457,Luanda,AO,-8.8368,13.2343,76.59,90,98,5.82,overcast clouds
458,Voronovytsya,UA,49.1095,28.6808,43.74,71,11,5.66,few clouds
459,Katsuura,JP,35.1333,140.3,55.81,75,100,13.11,overcast clouds
460,Svetlogorsk,BY,52.6333,29.7333,43.18,91,53,4.81,broken clouds
461,Soe,ID,-9.8607,124.284,66.0,93,56,4.09,broken clouds
462,Hesperia,US,34.4264,-117.3009,81.05,27,0,15.01,clear sky
463,Makungu,TZ,-8.7333,35.2833,62.04,98,92,3.91,light rain
464,Aloleng,PH,16.1307,119.7824,81.21,74,84,3.98,broken clouds
465,Amudat,UG,1.95,34.95,66.49,91,97,2.42,moderate rain
466,Inverness,GB,57.4791,-4.224,51.8,93,75,3.44,broken clouds
467,North Bend,US,43.4065,-124.2243,69.24,81,0,11.5,clear sky
468,Volkhov,RU,59.9258,32.3382,34.99,89,89,5.03,overcast clouds
469,Berlevag,NO,70.8578,29.0864,22.95,80,75,9.22,broken clouds
470,Zeerust,ZA,-25.5369,26.0751,58.39,58,0,1.52,clear sky
471,Oranjestad,AW,12.524,-70.027,84.15,79,20,23.02,few clouds
472,Pokhara,NP,28.2333,83.9833,65.34,63,98,4.0,overcast clouds
473,Jamame,SO,0.0722,42.7506,77.94,88,100,7.47,moderate rain
474,Dunmore Town,BS,25.5,-76.65,75.65,76,27,17.36,scattered clouds
475,Oksfjord,NO,70.2396,22.3479,33.98,91,94,8.28,overcast clouds
476,Voyvozh,RU,62.892,54.9635,22.03,91,34,3.49,scattered clouds
477,Kushiro,JP,42.975,144.3747,42.33,97,100,15.82,moderate rain
478,Honiara,SB,-9.4333,159.95,81.99,81,99,1.92,overcast clouds
479,Nelson Bay,AU,-32.7167,152.15,59.09,98,29,3.49,light rain
480,Areosa,PT,41.7178,-8.8571,53.87,88,4,12.12,clear sky
481,Nanfeng,CN,23.7434,111.7959,58.28,96,100,2.19,overcast clouds
482,Antalaha,MG,-14.9003,50.2788,74.91,90,37,5.06,scattered clouds
483,Zhangye,CN,38.9342,100.4517,46.58,29,0,6.42,clear sky
484,Goderich,CA,43.7501,-81.7165,57.52,77,100,13.8,overcast clouds
485,Mercedes,AR,-34.6515,-59.4307,57.04,62,0,5.55,clear sky
486,Pareora,NZ,-44.4871,171.2132,58.17,97,34,1.48,scattered clouds
487,Arlit,NE,18.7369,7.3853,86.41,11,1,10.58,clear sky
488,Aquiraz,BR,-3.9014,-38.3911,82.49,81,67,10.09,broken clouds
489,Longyearbyen,SJ,78.2186,15.6401,12.04,79,75,5.75,broken clouds
490,Marawi,PH,7.9986,124.2928,70.56,95,99,0.4,overcast clouds
491,Donskoye,RU,45.4552,41.9741,51.93,90,100,14.58,overcast clouds
492,Karpogory,RU,64.0019,44.4451,26.76,88,78,5.57,light snow
493,Tocopilla,CL,-22.092,-70.1979,66.38,72,19,6.15,few clouds
494,Alugan,PH,12.2188,125.4808,79.57,80,99,6.44,overcast clouds
495,Pringsewu,ID,-5.3582,104.9744,73.89,96,100,3.4,overcast clouds
496,Myitkyina,MM,25.3833,97.4,66.33,97,68,1.79,broken clouds
497,Boende,CD,-0.2167,20.8667,72.77,88,89,3.53,overcast clouds
498,Sulangan,PH,11.1373,123.7228,81.18,77,74,11.48,broken clouds
499,Gouyave,GD,12.1646,-61.7296,81.37,74,20,18.41,few clouds
500,Svetlyy,RU,54.675,20.1347,41.05,91,52,3.49,broken clouds
501,Hirara,JP,24.8,125.2833,67.75,86,100,23.87,overcast clouds
502,Carinhanha,BR,-14.3047,-43.765,83.16,36,55,6.89,broken clouds
503,Darhan,MN,49.4867,105.9228,53.67,34,85,4.23,overcast clouds
504,Kotido,UG,2.9806,34.1331,67.69,86,74,5.5,moderate rain
505,Barcelos,PT,41.5388,-8.6151,57.34,93,3,5.55,clear sky
506,Nanakuli,US,21.3906,-158.1547,82.35,57,20,13.8,few clouds
507,Jalu,LY,29.0331,21.5482,91.72,18,99,26.73,overcast clouds
508,Zhuhai,CN,22.2769,113.5678,62.38,94,40,18.41,light intensity shower rain
509,Diego De Almagro,CL,-26.3667,-70.05,68.76,32,0,7.2,clear sky
510,Ocampo,MX,21.65,-101.5,79.92,12,50,11.3,scattered clouds
511,Muroto,JP,33.2833,134.15,58.89,63,100,1.88,overcast clouds
512,Muzhi,RU,65.3667,64.6667,13.89,85,43,2.48,scattered clouds
513,Yuanli,TW,24.4397,120.6535,68.23,100,75,14.97,broken clouds
514,Mount Isa,AU,-20.7333,139.5,69.57,68,14,10.36,few clouds
515,Boa Vista,BR,2.8197,-60.6733,91.38,38,40,12.66,scattered clouds
516,Moose Factory,CA,51.2585,-80.6094,50.0,57,0,13.8,clear sky
517,Hermosillo,MX,29.0667,-110.9667,94.84,15,0,10.0,clear sky
518,Beyneu,KZ,45.3167,55.2,63.48,46,11,18.01,few clouds
519,Cape Canaveral,US,28.4058,-80.6048,83.19,67,20,11.5,few clouds
520,Esik,KZ,43.3552,77.4525,54.82,27,91,8.41,overcast clouds
521,Arrecife,ES,28.963,-13.5477,66.18,77,20,17.27,few clouds
522,Changping,CN,40.2186,116.2197,44.24,40,25,1.1,scattered clouds
523,Poronaysk,RU,49.2167,143.1167,36.55,77,100,6.91,overcast clouds
524,Kilindoni,TZ,-7.9139,39.6668,80.94,76,72,19.08,light rain
525,Dumraon,IN,25.55,84.15,84.04,51,0,12.15,clear sky
526,Durango,MX,24.8333,-104.8333,84.2,5,100,19.98,overcast clouds
527,Djibo,BF,14.1022,-1.6306,93.38,24,95,1.32,overcast clouds
528,Hokitika,NZ,-42.7167,170.9667,58.24,91,100,5.73,overcast clouds
529,Saint-Pierre,RE,-21.3393,55.4781,74.91,73,0,3.44,clear sky
530,Sur,OM,22.5667,59.5289,82.72,61,0,9.46,clear sky
531,Opuwo,NA,-18.0607,13.84,72.14,39,38,6.53,scattered clouds
532,Shingu,JP,33.7333,135.9833,52.81,54,99,5.53,overcast clouds
533,Puerto Ayacucho,VE,5.6639,-67.6236,81.09,81,90,2.8,light rain
534,Ternate,ID,0.8,127.4,82.44,75,35,3.85,scattered clouds
535,Ayan,RU,56.45,138.1667,30.07,88,24,2.04,few clouds
536,Devils Lake,US,48.1128,-98.8651,42.91,77,100,20.71,overcast clouds
537,High Level,CA,58.5169,-117.136,51.91,46,40,12.66,scattered clouds
538,Pombas,CV,17.1503,-25.0201,69.58,79,10,13.6,clear sky
539,Hami,CN,42.8,93.45,59.74,12,2,4.43,clear sky
540,Totness,SR,5.8833,-56.3167,79.14,79,43,11.27,scattered clouds
541,Iskateley,RU,67.6803,53.1512,11.52,96,85,9.01,overcast clouds
542,Orichi,RU,58.4036,49.0572,33.08,94,95,5.66,overcast clouds
543,Nome,US,64.5011,-165.4064,42.87,57,0,24.16,clear sky
544,Yurginskoye,RU,56.8189,67.3921,35.4,91,20,5.95,few clouds
545,Daud Khel,PK,32.875,71.5701,91.08,16,3,5.32,clear sky
546,Azua,DO,18.4532,-70.7349,72.39,98,100,4.63,overcast clouds
547,Fuzhou,CN,26.0614,119.3061,57.09,94,100,1.97,moderate rain
548,Puteyets,RU,65.1716,57.091,23.45,87,47,4.92,scattered clouds
549,Porto Seguro,BR,-16.4497,-39.0647,79.32,73,20,8.05,few clouds
550,Acarau,BR,-2.8856,-40.12,79.66,82,52,13.22,broken clouds
551,Dubbo,AU,-32.25,148.6167,51.93,87,40,12.66,scattered clouds
552,Eyemouth,GB,55.8713,-2.0901,55.24,90,81,5.48,broken clouds
553,Honningsvag,NO,70.9821,25.9704,28.15,74,75,16.11,broken clouds
554,Kaseda,JP,31.4167,130.3167,59.22,57,100,10.65,overcast clouds
555,Clyde,US,41.3042,-82.9752,67.62,71,64,18.75,broken clouds
556,La Reforma,MX,25.0833,-108.05,83.26,37,99,12.57,overcast clouds
557,Baijiantan,CN,45.6333,85.1833,68.81,13,75,8.68,broken clouds
558,Kenai,US,60.5544,-151.2583,50.02,47,40,10.36,scattered clouds
559,Tucuman,AR,-26.8241,-65.2226,64.4,63,75,5.75,broken clouds
560,Adrar,MR,20.5022,-10.0711,81.1,13,0,11.92,clear sky
561,Fiumicino,IT,41.7675,12.2291,59.0,80,0,0.0,clear sky
562,Madisonville,US,37.3281,-87.4989,76.86,57,0,12.73,clear sky
563,Kristiansund,NO,63.1115,7.732,46.45,70,100,12.66,overcast clouds
564,Shetpe,KZ,44.1667,52.1167,61.32,40,0,19.57,clear sky
565,Nyagan,RU,62.1406,65.3936,29.79,97,100,9.31,snow
566,Berdychiv,UA,49.8993,28.6024,43.99,74,7,6.49,clear sky
567,Sioux Lookout,CA,50.1001,-91.917,39.27,93,100,5.75,mist
568,Carutapera,BR,-1.195,-46.02,76.53,92,100,5.5,light rain
569,Babu,CN,24.4167,111.5167,54.18,94,99,4.65,overcast clouds
570,Anshun,CN,26.25,105.9333,46.71,86,100,5.79,overcast clouds
571,Badiraguato,MX,25.3667,-107.5167,90.7,8,100,8.72,overcast clouds
572,Imbituba,BR,-28.24,-48.6703,68.86,91,85,7.7,overcast clouds
573,Port Macquarie,AU,-31.4333,152.9167,59.9,68,92,3.22,overcast clouds
574,Alekseyevka,RU,50.6309,38.6903,41.68,54,8,3.76,clear sky
575,Nisia Floresta,BR,-6.0911,-35.2086,82.78,87,74,7.18,broken clouds
576,Kidal,ML,18.4411,1.4078,85.59,11,57,9.95,broken clouds
577,Viedma,AR,-40.8135,-62.9967,51.91,68,100,10.13,overcast clouds
578,Mandalgovi,MN,45.7625,106.2708,49.86,27,7,5.39,clear sky
579,Gedo,ET,9.0167,37.45,57.69,77,100,2.06,light rain
580,Alofi,NU,-19.0595,-169.9187,82.29,83,100,5.75,overcast clouds
581,Palmdale,US,34.5794,-118.1165,78.35,23,0,14.97,clear sky
582,San Rafael Del Sur,NI,11.8485,-86.4384,95.97,53,100,5.68,overcast clouds
583,Xichang,CN,27.8964,102.2634,46.53,83,100,3.4,overcast clouds
584,Pyapon,MM,16.2833,95.6833,81.36,74,48,6.71,scattered clouds
585,Asuncion,PY,-25.3007,-57.6359,71.04,88,75,11.5,broken clouds
586,Neiafu,TO,-18.65,-173.9833,84.88,84,75,5.75,broken clouds
587,Maniitsoq,GL,65.4167,-52.9,29.03,74,87,10.38,overcast clouds
588,Pandan Niog,PH,6.2282,120.5631,82.31,76,100,3.2,light rain
589,Nova Olimpia,BR,-14.7972,-57.2881,78.91,54,8,2.8,clear sky
590,Neyshabur,IR,36.2133,58.7958,62.28,65,100,3.04,light rain
591,Hukuntsi,BW,-24.0,21.75,63.55,39,0,9.06,clear sky
592,Chapais,CA,49.7834,-74.8492,56.98,75,70,7.14,broken clouds
593,Xudat,AZ,41.631,48.681,52.63,92,72,8.37,broken clouds
594,Sturgeon Falls,CA,46.3646,-79.9326,66.16,55,100,9.19,light rain
595,Puksoozero,RU,62.5903,40.6066,24.28,91,50,4.34,scattered clouds
596,Tiarei,PF,-17.5333,-149.3333,86.02,74,29,6.06,light rain
597,Panaba,MX,21.2833,-88.2667,88.63,48,59,14.43,broken clouds
598,Suntar,RU,62.1444,117.6319,24.15,76,69,12.12,broken clouds
599,Mountain Home,US,43.133,-115.6912,56.68,100,75,16.11,broken clouds
600,Jaciara,BR,-15.9653,-54.9683,77.5,49,55,1.54,broken clouds
601,Gamba,GA,-2.65,10.0,77.7,89,90,4.94,light rain
602,Davila,PH,18.4726,120.5763,76.98,76,96,3.91,light rain
603,Czersk,PL,53.7959,17.9765,38.46,71,100,4.03,overcast clouds
604,Camana,PE,-16.6228,-72.7111,67.44,76,57,4.52,broken clouds
605,Kodinsk,RU,58.6881,99.1844,28.99,82,100,7.05,overcast clouds
606,Shahreza,IR,32.0339,51.8794,60.3,42,65,15.21,broken clouds
607,Nacala,MZ,-14.5428,40.6728,71.6,79,30,9.64,scattered clouds
608,Saint-Georges,GD,12.0564,-61.7485,82.08,74,20,18.41,few clouds
609,Bindi,SL,9.9167,-11.45,80.78,65,89,2.24,overcast clouds
610,Beira,MZ,-19.8436,34.8389,77.09,73,40,13.0,scattered clouds
611,Buchanan,LR,5.8808,-10.0467,80.82,84,100,7.94,overcast clouds
612,Porterville,US,36.0652,-119.0168,77.52,33,0,6.89,clear sky
613,Praya,CV,14.9215,-23.5087,72.14,78,20,17.27,few clouds
614,Iracoubo,GF,5.4802,-53.2011,78.28,83,40,10.87,scattered clouds
615,Barreirinhas,BR,-2.7469,-42.8264,77.36,89,48,4.27,scattered clouds
616,Celles,BE,50.7123,3.4573,52.3,67,100,5.77,overcast clouds
617,Fukue,JP,32.6881,128.8419,61.02,46,100,12.33,overcast clouds
618,Loum,CM,4.7182,9.7351,73.8,99,98,1.39,moderate rain
619,Gunjur,GM,13.2019,-16.7339,71.67,78,22,11.5,few clouds
620,Loreto,MX,22.2667,-101.9667,83.44,10,79,15.32,broken clouds
621,Kaeo,NZ,-35.1,173.7833,62.33,97,99,9.37,overcast clouds
622,Zelenoborskiy,RU,66.845,32.3622,25.9,89,78,4.14,broken clouds
623,Urengoy,RU,65.9667,78.3667,24.93,96,100,4.09,light snow
624,Umm Lajj,SA,25.0213,37.2685,79.09,52,1,9.04,clear sky
625,Los Algarrobos,PA,8.5,-82.4333,84.61,70,40,10.36,scattered clouds
626,Kyshtovka,RU,56.555,76.6271,35.85,86,100,10.47,overcast clouds
627,Emba,KZ,48.8264,58.1442,49.71,72,2,9.82,clear sky
628,Kavieng,PG,-2.5744,150.7967,83.41,75,35,9.51,scattered clouds
629,Slave Lake,CA,55.2834,-114.769,40.98,93,100,11.5,overcast clouds
630,Carahue,CL,-38.7,-73.1667,48.69,94,3,3.02,clear sky
631,Hobyo,SO,5.3505,48.5268,84.76,72,100,18.97,overcast clouds
632,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.99,55,13,2.57,few clouds
633,Tambura,SS,5.6,27.4667,73.22,70,54,5.23,broken clouds
634,Haldensleben,DE,52.2891,11.4098,49.73,84,100,3.74,overcast clouds
635,Pingliang,CN,35.5392,106.6861,46.24,26,0,7.52,clear sky
636,Brae,GB,60.3964,-1.353,46.98,95,100,7.11,overcast clouds
637,Newcastle,AU,-32.9272,151.7765,58.78,97,100,4.61,light rain
638,Makakilo City,US,21.3469,-158.0858,80.92,58,20,25.32,few clouds
639,Konongo,GH,6.6167,-1.2167,75.49,90,95,2.48,overcast clouds
640,Karratha,AU,-20.7377,116.8463,79.36,51,100,11.36,overcast clouds
641,Kamuli,UG,0.9472,33.1197,64.36,97,99,2.55,overcast clouds
642,Roma,US,43.2128,-75.4557,71.74,26,0,5.75,clear sky
643,Shar,KZ,49.5886,81.0453,66.49,23,100,9.28,overcast clouds
644,San Cristobal,VE,7.7669,-72.225,82.58,73,62,5.17,broken clouds
645,Sola,VU,-13.8833,167.55,81.97,72,100,4.52,overcast clouds
646,Ndele,CF,8.4109,20.6473,76.66,75,97,9.26,overcast clouds
647,Kommunisticheskiy,RU,61.6789,64.4819,29.19,96,100,11.07,snow
648,Coria,ES,39.9879,-6.5377,55.45,69,8,2.95,clear sky
649,Kongolo,CD,-5.3833,27.0,70.09,97,100,3.13,overcast clouds
650,Damietta,EG,31.4165,31.8133,67.89,80,20,5.66,few clouds
651,Pangody,RU,65.85,74.4859,18.64,97,100,0.4,overcast clouds
652,Kokkola,FI,63.8385,23.1307,41.04,82,0,8.05,clear sky
653,Broken Hill,AU,-31.95,141.4333,46.11,87,0,0.0,clear sky
654,Puerto Narino,CO,-3.7703,-70.3831,77.61,95,88,1.03,overcast clouds
655,Uruzgan,AF,32.8333,66.0,70.43,30,100,2.57,overcast clouds
656,Hamada,JP,34.8833,132.0833,53.28,65,18,11.01,few clouds
657,Buala,SB,-8.145,159.5921,82.18,78,98,5.5,light rain
658,Lerdo,MX,25.5333,-103.5333,98.47,3,75,8.05,broken clouds
659,Mezen,RU,65.8522,44.24,21.06,96,47,6.02,scattered clouds
660,Nouadhibou,MR,20.931,-17.0347,67.98,83,0,14.97,dust
661,Brownsville,US,25.9018,-97.4975,89.6,67,75,19.57,broken clouds
662,Morro Bay,US,35.3658,-120.8499,81.72,51,11,8.99,few clouds
663,Bontang,ID,0.1333,117.5,78.71,87,100,3.06,overcast clouds
664,Imphal,IN,24.8167,93.95,63.03,89,99,1.74,overcast clouds
665,Behshahr,IR,36.6923,53.5526,60.96,91,97,6.93,overcast clouds
666,Swan River,CA,52.1058,-101.2676,46.29,57,99,14.97,overcast clouds
667,Piet Retief,ZA,-27.0071,30.8132,47.48,94,0,2.28,clear sky
668,Santona,ES,43.4439,-3.4576,58.06,86,80,5.55,broken clouds
669,Staraya Toropa,RU,56.2801,31.6702,36.99,70,66,2.89,broken clouds
670,Konibodom,TJ,40.2843,70.4426,78.44,28,100,0.47,overcast clouds
671,Tacuarembo,UY,-31.7333,-55.9833,53.76,88,3,7.11,clear sky
672,Calabozo,VE,8.9242,-67.4293,87.39,50,93,2.73,overcast clouds
673,Aswan,EG,24.0934,32.907,87.1,12,0,6.91,clear sky
674,Bam,IR,29.106,58.357,72.52,36,2,1.83,clear sky
675,Mehran,IR,33.1222,46.1646,76.84,37,3,1.97,clear sky
676,Verkhoyansk,RU,67.5447,133.385,28.11,80,90,2.89,overcast clouds
677,Mont-De-Marsan,FR,44.0,-0.6667,57.61,85,100,8.05,overcast clouds
678,Aden,YE,12.7794,45.0367,84.49,68,91,7.52,overcast clouds
679,Naryan-Mar,RU,67.6713,53.087,11.55,96,84,9.06,broken clouds
680,Adilabad,IN,19.6667,78.5333,93.81,18,62,3.2,broken clouds
681,Puerto Plata,DO,19.7934,-70.6884,80.44,83,75,11.5,broken clouds
682,San Ignacio,BZ,17.1561,-89.0714,96.94,46,40,6.91,scattered clouds
683,Zabid,YE,14.1951,43.3152,87.13,59,24,5.01,few clouds
684,Boyolangu,ID,-8.1181,111.8935,75.63,93,89,0.49,overcast clouds
685,San Bartolome De Tirajana,ES,27.9248,-15.5733,58.32,78,20,24.16,few clouds
686,Sisophon,KH,13.5859,102.9737,75.63,86,100,11.86,moderate rain
687,Tateyama,JP,34.9833,139.8667,56.1,78,100,8.66,overcast clouds
688,Galle,LK,6.0367,80.217,81.3,83,99,14.25,overcast clouds
689,Songadh,IN,21.1667,73.5667,81.45,79,1,10.87,clear sky
690,Sholokhove,UA,47.6945,34.0312,48.25,75,20,8.75,few clouds
691,Chumikan,RU,54.7183,135.315,30.04,92,93,4.16,overcast clouds
692,Goruia,RO,45.1862,21.7781,59.77,55,12,13.0,light rain
693,Mancio Lima,BR,-7.6142,-72.8958,86.07,66,20,2.3,few clouds
694,Dombarovskiy,RU,50.7587,59.5386,48.09,69,44,14.5,scattered clouds
695,Letlhakane,BW,-21.4167,25.5833,61.25,72,6,12.12,clear sky
696,Aykhal,RU,66.0,111.5,10.99,86,15,8.41,few clouds
697,Shenjiamen,CN,29.9576,122.298,55.94,82,100,4.83,overcast clouds
698,Mananara,MG,-16.1667,49.7667,74.61,91,77,2.93,broken clouds
699,Belmonte,BR,-15.8631,-38.8828,76.24,78,0,6.58,clear sky
